id,title,headline,is_practice_test_course,bestseller,captions,rating,num_published_lectures,num_published_practice_tests,locale,created_date,instructional_level_simple,published_date,last_update_date,content_info_short,instructors,category,subcategory,objectives,list_price,discount_price
11210,Illustrator para emprendedores + proyectos reales,"Revista, Flyers, diseños en redes sociales, Gafete, Tarjetas de presentación, proyectos reales, color, tipografía",False,,es_ES,5.0,69,0,es_ES,2021-03-16,Principiante,2021-03-25,2021-03-15,5 horas,5776370,Diseño,Adobe Illustrator,Tus propios Diseños con Illustrator.Vectores.Color,$94.99,$12
11211,Spring WebFlux - Reactivo - ProjectReactor - RxJava,Aprende a desarrollar con ejemplos de programación reactiva,False,,es_ES,5.0,49,0,es_ES,2021-03-16,Intermedio,2021-03-29,2021-03-25,10 horas,33200696,Desarrollo,RxJava,Desarrollar código reactivo con Spring WebFlux,$49.99,$12
11212,Aprende desarrollo en Drupal 9,Comienza desde cero en el desarrollo de Drupal 9 y aprende todo lo necesario para el dia a dia,False,,es_ES,4.6,69,0,es_ES,2021-03-16,Principiante,2021-04-04,2021-04-07,8 horas,149599604,Desarrollo,Drupal,Crear módulos.Crear controladores.Creación y uso de Servicios,$19.99,$12
11213,CHROMA KEY | La MAGIA del CINE en tus CLASES ONLINE,Descubre como usar el croma en tus formaciones y videos desde casa cambiará la imagen que tienen de ti y tu negocio,False,,es_ES,5.0,16,0,es_ES,2021-03-16,Principiante,2021-04-08,2021-06-15,"3,5 horas",15338174,Negocios,Edición de vídeo,Croma para REUNIONES en ZOOM / Google Meet.Croma en DIRECTOS de Youtube / Twitch.Montaje de un Croma en Final Cut Pro X,$49.99,$12
11214,Master Asp.Net Core 6.0 ( ADO.NET +3 Capas+ Store Procedure),Crea aplicaciones web modernas con Asp .net Core usando ADO .net conectado a una base de datos Sql Server y Procedures,False,,es_ES,4.6,141,0,es_ES,2021-03-16,Intermedio,2021-04-16,2021-05-30,21 horas,69342238,Desarrollo,Ado.Net,"Aprender a crear aplicaciones web con Asp. net Core.Entender la arquitectura de 3 capas orientado a la reusabilidad.Crear Capa Entidad , Datos y Negocio",$19.99,$12
11215,Curso Técnico de Mejoramiento Comunicacional,"Comunícate en forma asertiva usando el control del miedo escénico, tu voz y dicción, la oratoria y el acento neutro.",False,,,4.8,27,1,es_ES,2021-03-16,Todos los niveles,2021-04-19,2021-04-14,"2,5 horas",55833080,Desarrollo personal,Habilidades de comunicación,"Aprenderás técnicas profesionales para aplicar el control del miedo escénico, manejar la voz y la dicción. Sabrás utilizar el poder de la oratoria y el acento neutro, abarcando un lenguaje capaz de trascender las barreras internacionales, llegando a ser capaz , desde expresarte frente a un auditorio lleno de personas hasta darte a comprender correctamente en todas las zonas hispanohablantes de todo el mundo.",$89.99,$12
11216,Sustancias y mezclas químicas peligrosas,Clasificación y Etiquetado de Productos Químicos,False,,es_ES,4.9,35,0,es_ES,2021-03-16,Todos los niveles,2021-05-01,2021-04-29,"2,5 horas",153162130,Enseñanzas y disciplinas académicas,Gestión de riesgos,A conocer las peligrosidades de sustancias químicas presentes en los productos de consumo para tomar las medidas preventivas adecuadas.A interpretar el Sistema Globalmente Armonizado de Clasificación y Etiquetado de Productos Químicos (SGA).A etiquetar correctamente las sustancias y mezclas químicas,$34.99,$12
11217,"Álgebra, Trigonometría y Geometría Analítica. Parte I",Escuela de Matemáticas: El mejor camino para empezar a entender las matemáticas desde cero hasta un nivel avanzado.,False,,,4.6,66,0,es_ES,2021-03-16,Principiante,2021-05-13,2021-06-18,"4,5 horas",52831376,Enseñanzas y disciplinas académicas,Matemáticas,Este curso ofrece un repaso de conceptos fundamentales como el sistema de números reales y notación algebraica..Veremos también cómo aplicar los métodos estudiados para dar solución a problemas prácticos..Estudiaremos técnicas para resolver varios tipos de ecuaciones  y desigualdades.,$24.99,$12
11218,Ozonoterapia Veterinaria,Capacitación en Ozonoterapia Veterinaria con los últimos avances,False,,es_ES,4.3,84,0,es_ES,2021-03-17,Todos los niveles,2021-03-19,2021-03-18,2 horas,"12476490,74828272",Enseñanzas y disciplinas académicas,Veterinaria,Fundamentos Teoricos de la Ozonoterapia Veterinaria.Historia de la Ozoterapia.Mecanismos de acción del Ozono,$94.99,$12
11219,"Registro y Login con Redes Sociales PHP, MySQL y Firebase","Registro y Login con Google, Facebook y Github",False,,es_ES,4.3,14,0,es_ES,2021-03-17,Principiante,2021-03-27,2021-03-27,"2,5 horas",44815506,Informática y software,Desarrollo web,Crear un Login desde 0.Maquetación de Template HTML5.Registro de Usuarios,$19.99,$12
11220,Introducción a ROS - Robot Operating System,"Aprende robótica con ROS en poco tiempo, en español y sin leer toda la documentación",False,,es_CO,3.8,29,1,es_CO,2021-03-17,Intermedio,2021-03-27,2021-03-25,"3,5 horas",36665308,Informática y software,Robótica,"Conocerás de que se trata ROS, para que sirve, como usarlo y algunos casos prácticos.Aprenderás a desarrollar robots basados en ROS.Aprenderás los comandos generales para usar linux y ROS",$94.99,$12
11221,Curso para viajeros-nómadas.,Aprende algunos consejos para aprender a vivir viajando por tiempo indefinido.,False,,es_MX,4.1,8,0,es_MX,2021-03-17,Principiante,2021-03-28,,"1,5 horas",153879486,Desarrollo personal,Nómada digital,"Aprenderás mediante algunos consejos de mi experiencia personal de viaje, sobre como ahorrar mientras viajas en hospedajes, comidas entretenimiento, etc Además de algunos consejos sobre tramites migratorios, visados, vacunas, seguros médicos etc.",$19.99,$12
11222,Acupuntura y masaje en gatos: Los puntos Maestros,Puntos más importantes de acupuntura en gatos. Masaje y Digitopresión.,False,,,4.5,33,0,es_ES,2021-03-17,Todos los niveles,2021-04-08,2021-04-04,"1,5 horas",113044084,Estilo de vida,Acupuntura,"En este curso vamos a mostrar la nomenclatura (internacional y clásica), la localización exacta (por medio de fotografías de estudio en HD y esquemas, además de videotutoriales), la mejor forma de llevar a cabo los masajes, por medio de la digitopresión o digitopuntura, y la técnica más adecuada para realizar la punción con aguja, de los puntos maestro de la acupuntura animal, en la especie felina. De esta manera, el alumno aprenderá de una manera muy sencilla y por medio de múltiples recursos audiovisuales, a estimular los acupuntos más utilizados en la práctica de la acupuntura en gatos, siendo capaz de identificarlos con facilidad, tasajearlos del modo más simple y adecuado y por supuesto de colocar las agujas de acupuntura, evitando producir daño al animal. Tras este curso, conoceremos de una manera más adecuada, la manera  de identificar estos puntos acupunturales y ubicarlos dentro del elemento al que pertenecen, conociendo su meridiano y por supuesto su localización exacta y orden dentro de ese meridiano. Por último, mostraremos casos clínicos totalmente reales, para cada uno de los puntos maestros, en los que esos puntos fueron especialmente indicados y los resultados, que estos acupuntos maestros, nos dieron en esos casos clínicos concretos..Por supuesto, se aprenderán los puntos maestros de la acupuntura animal en gatos, además de la mejor forma de identificarlos y tasajearlos o estimularlos por medio de la punción con aguja..Aprenderemos el manejo de estos asombrosos animales, en la práctica clínica habitual, de una consulta de rehabilitación  animal.",$19.99,$12
11223,Liderazgo: Define tu filosofía como Líder,Primero lo primero.,False,,es_ES,4.3,30,0,es_ES,2021-03-17,Todos los niveles,2021-05-04,2021-04-27,1 hora,152367984,Desarrollo personal,Liderazgo,"Definir tu Propósito, valores y creencias que sustentan tu rol de Líder..Lograrás dirección y sentir confianza del camino a seguir en tu desempeño y el de tu equipo..Sabrás identificar lo que es importante de lo que no lo es.",$34.99,$12
11224,Cómo constituir una Sociedad por Acciones Simplificada SAS,"Abre tu empresa SAS en México, fácil y rápido",False,,es_MX,5.0,27,0,es_MX,2021-03-17,Principiante,2021-05-14,2021-05-13,2 horas,13106050,Negocios,Fundamentos de emprendimiento,Conocerás los tipos de sociedades en México.Evaluar si le conviene cosntituirse como persona moral en México.Descubrirás qué es una empresa SAS  y sus características que la hacen única,$69.99,$12
11225,Estructura de datos en Go,"Algorimos y estructuras de datos, implementados en Go",False,,es_ES,5.0,39,0,es_ES,2021-03-17,Intermedio,2021-05-28,2021-05-27,"3,5 horas",34214336,Desarrollo,Estructuras de datos,Descubre como las estructuras de datos pueden mejorar tus algoritmos..Aprende Notación Big O para cuantificar tus algoritmos..Aprende a construir algoritmos de ordenamientos.,$19.99,$12
11226,[2021] Fundamentos de ISO 20000: Simulador de Examen,Valida tus conocimientos en la norma ISO 20000 con preguntas de práctica basadas en el estándar internacional.,True,,,4.5,0,2,es_ES,2021-03-18,Todos los niveles,2021-03-18,2021-03-27,40 preguntas,78922112,Informática y software,ISO/IEC 20000,Conocer la descripción general de ISO/IEC 20000..Identificar los esquemas disponibles para la certificación y calificación..Comprender los principios de la gestión de servicios de TI.,$19.99,$12
11227,Escalas del Reciclaje Orgánico,Cómo transformar la fracción vegetal de tus residuos en nutrientes para la tierra,False,,es_ES,4.6,9,0,es_ES,2021-03-18,Principiante,2021-03-20,2021-04-15,39 minutos,28170828,Enseñanzas y disciplinas académicas,Ecología,cómo gestionar la fracción orgánica de los residuos en el hogar y trabajo.cómo diferenciar residuos orgánicos de inorgánicos.cuál es la relación entre residuos orgánicos y crisis climática,$19.99,$13
11228,Autenticación en un SPA con Laravel y VueJS,"Crea un Sistema de Autenticación con Laravel, Sanctum, Fortify & VueJS",False,,es_MX,5.0,33,0,es_MX,2021-03-18,Intermedio,2021-03-21,2021-03-21,6 horas,148317400,Informática y software,Desarrollo web,Aprenderemos a desarrollar un sistema de identificación completo con Laravel y VueJS en un SPA,$74.99,$12
11229,Curso lifting y permanente de pestañas [CERTIFICADO],lifting y permanente de pestañas,False,,es_ES,3.4,16,0,es_ES,2021-03-18,Todos los niveles,2021-03-23,2021-03-22,1 hora,107842300,Estilo de vida,Belleza,lifting de pestañas.permanente de pestañas.tinte de pestañas,$39.99,$12
11230,Analisis Tecnico desde Basico hasta Intermedio,"Analisis Tecnico desde principiante hasta Intermedio, viendo todos los conceptos mas importantes a la hora de invertir.",False,,es_ES,4.9,48,0,es_ES,2021-03-18,Todos los niveles,2021-03-25,2021-03-24,"7,5 horas",131733114,Finanzas y contabilidad,Análisis técnico,"Aprenderan a realizar analisis tecnico de forma profesional, pasando desde un nivel basico hasta intermedio. Incluyendo conceptos basicos como Market Depth, Market Maker, Teoria de Dow, Tendencias, soportes y resistencias, liquidez de mercado, hasta conceptos avanzados como extensiones de fibonacci, swings y retrocesos,volumen horizontal, backtesting y el sistema DAP en combinacion con WT-CROSS y CM_ULTIMATE.",$49.99,$12
11231,Simulación estructural por Elementos Finitos con HyperWorks,"Aprende a manejar HyperMesh, OptiStruct y HyperView para realizar simulaciones estructurales.",False,,es_ES,5.0,26,0,es_ES,2021-03-18,Principiante,2021-04-20,2021-04-06,6 horas,153842860,Informática y software,Análisis de elementos finitos,"Simulación y Cálculo Estructural mediante elementos finitos con HyperWorks: HyperMesh, OptiStruct, HyperView, las herramientas que usan las empresas más avanzadas.",$94.99,$12
11232,Bjorn App android publicitaria en Xamarin forms y Firebase,Proyecto de impacto social,False,,es_ES,4.8,145,0,es_ES,2021-03-19,Todos los niveles,2021-03-20,2021-06-12,27 horas,"142004271,57256496",Informática y software,Desarrollo en Android,Geolocalización.Rastreo de ruta en el mapa.Cambio de ubicación en el mapa,$94.99,$12
11233,La inteligencia emocional en el día a día,"Agenda, ejercicios, historias y mucho más",False,,"en_US,es_LA",4.6,20,0,es_LA,2021-03-19,Todos los niveles,2021-03-20,2021-03-23,"2,5 horas",42832248,Desarrollo personal,Inteligencia emocional,A poner en práctica el desarrollo de tu inteligencia emocional,$24.99,$12
11234,Curso Maestro de Redes de Computadores,Aprenda los Fundamentos de las Redes Informáticas,False,,es_LA,4.3,78,0,es_LA,2021-03-19,Todos los niveles,2021-03-20,2021-06-18,22 horas,50228662,Informática y software,Redes de ordenadores,Comprender cómo funcionan las redes de computadores.Entender los beneficios de las redes de computadores.Conocer el funcionamiento interno de una red informática,$94.99,$12
11235,"Curso completo de Inglés: Inglés para Principiantes, Nivel 1",Aprende el INGLÉS rápidamente con este curso para PRINCIPIANTES: ¡aprender el Inglés será fácil y divertido!,False,,,4.3,21,0,es_LA,2021-03-19,Principiante,2021-03-20,2021-03-19,"5,5 horas","133884918,152724532",Enseñanzas y disciplinas académicas,Idioma inglés,+100 palabras útiles.Las frases más útiles y comunes en el contexto cotidiano.La pronunciación correcta del inglés,$19.99,$12
11236,"Copywriting para ventas en redes sociales, email y sitio web","Escribir textos de ventas será fácil y rápido con estas fórmulas de copywriting, plantillas y herramientas gratuitas.",False,,es_ES,4.7,21,0,es_ES,2021-03-19,Intermedio,2021-03-22,2021-03-20,2 horas,27805590,Negocios,Redacción de textos publicitarios,Cómo crear textos que multipliquen X3 la efectividad y generan más clics..Persuadir a la gente para que actúe AHORA y te elija primero a ti..La psicología de ventas online que NECESITAS para hacer crecer tu negocio o el de tu cliente.,$94.99,$12
11237,Bellydance - Danza Oriental,Guía Completa desde Principiantes hasta Profesionales,False,,,5.0,70,0,es_ES,2021-03-19,Todos los niveles,2021-03-23,2021-03-21,9 horas,154050104,Salud y fitness,Danza del vientre,"Aprender a bailar este hermoso arte.Conocimientos minimos necesarios para enseñar este arte.Aprender sobre la complejidad del arte: su cultura, historia, musica y estilos",$29.99,$12
11238,Cursillo Excel Básico,Curso de Bolsillo Excel Directo al Grano - Para Todo Principiante Excel!,False,,es_ES,4.5,7,0,es_ES,2021-03-19,Principiante,2021-03-25,,34 minutos,154052860,Informática y software,Excel,Aprende a Manejar Excel de manera básica rápidamente.Usa las herramientas principiales al procesar datos.Conoce los conceptos básicos de estas funcionalidades,$19.99,$12
11239,"Encuentra, postúlate y ten una entrevista de trabajo exitosa","Experiencias, Consejos y con que te encontraras en una entrevista de trabajo. Encuentra el trabajo que estas buscando.",False,,es_ES,4.6,34,0,es_ES,2021-03-19,Todos los niveles,2021-03-30,2021-05-25,5 horas,"91068268,24645730",Desarrollo personal,Habilidades para la entrevista,Consejos para encontrar el trabajo que buscas.Optimizar Linkedin.Potenciar tu CV,$39.99,$12
11240,Limpieza de lazos familiares,Sanando nuestro linaje,False,,es_ES,4.8,10,0,es_ES,2021-03-19,Principiante,2021-04-08,2021-04-09,"3,5 horas",121450971,Desarrollo personal,Sanación espiritual,Qué es un linaje familiar.A descubrir los bloqueos en tu linaje familiar.Cómo te afecta tu linaje Paterno,$59.99,$12
11241,SQL y bases de datos facil y practico,Lenguaje SQL y bases de datos MySQL,False,,es_LA,4.8,49,2,es_LA,2021-03-19,Principiante,2021-04-12,2021-04-24,3 horas,81770995,Informática y software,Programación de base de datos,"Aprenderas el lenguaje SQL para interactuar con bases de datos, en especial con MySQL..Habilidades en el Lenguaje SQL para el trabajo, estudio y tus proyectos personales.Comprenderás las generalidades de la base de datos My SQL.",$19.99,$12
11242,Grupo de estudio Touchdesigner 002,"10 ejemplos prácticos, para abordar técnicas de composición visual dentro de TD",False,,es_ES,5.0,10,0,es_ES,2021-03-20,Intermedio,2021-03-23,2021-03-22,"3,5 horas",151165936,Informática y software,Arte digital,El objetivo del grupo es equipar a los participantes con los conocimientos fundamentales para sumergirse en un entorno de programación visual,$19.99,$12
11243,Curso de CANTO para principiantes. De 7 días!,Curso de canto de 1 semana,False,,es_ES,4.8,7,0,es_ES,2021-03-20,Principiante,2021-03-24,2021-03-22,2 horas,147507582,Música,Entrenamiento vocal,"Técnica vocal, canto",$19.99,$12
11244,Master Trader - El curso de Trading mas Completo del Mundo,Conviértete en un Master Trader Profesional de los mercados financiera globales y las inversión,False,,es_ES,4.0,62,0,es_ES,2021-03-20,Todos los niveles,2021-03-24,2021-03-25,"3,5 horas",35796842,Finanzas y contabilidad,Comercio bursátil,"Aprenderás a ser un trader completo, desde un nivel principiante hasta el mas avanzado con este curso de Master Trader",$94.99,$12
11245,Aprende los Sistemas de Trading de los Grandes Inversores,Los mejores Sistemas de Inversión creados por los mejores traders del mundo.,False,,es_ES,3.5,27,0,es_ES,2021-03-20,Todos los niveles,2021-03-24,2021-03-24,2 horas,35796842,Finanzas y contabilidad,Comercio bursátil,"Todos los grandes traders del mercado tienen sistemas únicos creados por ellos mismos para batir el mercado, después de años de estudio aquí los tengo para ti.",$94.99,$12
11246,Aprende los Sistemas de Trading de los Grandes Inversores,Los mejores Sistemas de Inversión creados por los mejores traders del mundo.,False,,es_ES,3.5,27,0,es_ES,2021-03-20,Todos los niveles,2021-03-24,2021-03-24,2 horas,35796842,Finanzas y contabilidad,Comercio bursátil,"Todos los grandes traders del mercado tienen sistemas únicos creados por ellos mismos para batir el mercado, después de años de estudio aquí los tengo para ti.",$94.99,$12
11247,Flutter desde cero,"Dart, gestión de estados con Provider, streams, inyección de dependencias,repositorios, unit testing, widget testing",False,,es_ES,4.7,267,0,es_ES,2021-03-20,Principiante,2021-04-04,2021-04-17,61 horas,57352984,Informática y software,Google Flutter,"La sintaxis del lenguaje Dart.Crear apps para iOS,Android y Web con flutter.Manejo de los widgets más comunes en flutter",$24.99,$12
11248,Curso de Ciberseguridad: Hacking Ético y Test de Penetración,"Aprende a hackear aplicaciones web, páginas web y realizar pruebas de penetración de hacking ético para ser un hacker!",False,,es_ES,4.7,89,0,es_ES,2021-03-20,Todos los niveles,2021-04-18,2021-04-18,10 horas,"3311510,116004530,101256082,63572698,33944616,97724510",Informática y software,Hacking ético,"Pruebas de penetración de aplicaciones web avanzadas.Terminología, estándares, servicios, protocolos y tecnologías.Configuración del entorno de laboratorio virtual",$94.99,$12
11249,CyberArk Defender + Sentry Test Preparation CAU302 & CAU305,CyberArk Certified Delivery Engineer (CCDE) - Privileged Account Management (PAM),True,,,1.5,0,5,es_ES,2021-03-20,Todos los niveles,2021-04-19,2021-04-13,325 preguntas,114129614,Informática y software,Certificación de CyberArk,CyberArk Concepts.Key Terms.CAU302,$19.99,$12
11250,Curso PLC Allen Bradley Completo,"Aprende a programar  desde 0 como un profesional un PLC Allen Bradley , Rs Logix 500 + Fluid SIM + Factory Talk View",False,,es_MX,4.6,49,0,es_MX,2021-03-20,Intermedio,2021-04-24,2021-04-27,"9,5 horas",142995362,Informática y software,Programación genérica,En este curso aprenderás a programar un PLC de manera virtual con el software RsLogix 500.Aprenderás a programar un PLC Allen Bradley desde cero.Aprenderás a utilizar el mapeo de entradas y salidas para realizar de manera correcta y ordenada tus proyectos de ingeniería,$24.99,$12
11251,Wing Chun Sil Lim Tao - Nivel Básico,Aprendizaje completo del primer nivel del Arte,False,,es_ES,4.6,27,0,es_ES,2021-03-21,Principiante,2021-04-07,2021-04-04,"1,5 horas",147604988,Salud y fitness,Wing Chun,"Wing Chun nivel básico completo.Forma Sil Lim Tao - "" La pequeña idea"".Golpes y defensas",$19.99,$12
11252,"REST API WebService desde Cero - Python 3, MySQL,Docker, JWT","Implementa tu propio WebService REST API con Python, Flask, MySQL, Docker, JWT, GCP, Nginx, Contenedores  y más!",False,,es_ES,4.5,24,0,es_ES,2021-03-21,Todos los niveles,2021-04-14,2021-04-07,"2,5 horas",27719950,Informática y software,API REST,Creación de una API REST con Python y Flask.Configuración de Entorno Python.Docker,$39.99,$12
11253,Aprende la Anatomía y función del Sistema Cardiovascular,"Conoce la Anatomía básica y luego adéntrate al Sistema Cardiovascular, donde además conocerás la función de la Sangre",False,,es_ES,5.0,38,1,es_ES,2021-03-21,Todos los niveles,2021-04-15,2021-04-09,3 horas,154233424,Salud y fitness,Anatomía,Conocerás los términos básicos de la Anatomía en general.Sabrás como ubicar las estructuras anatómicas con un lenguaje técnico y médico..Aprenderás los conceptos básicos y avanzados sobre el Sistema Cardiovascular,$19.99,$12
11254,Davinci Resolve Corrección de color,Corrección de color y etalonaje,False,,es_ES,4.7,54,0,es_ES,2021-03-22,Todos los niveles,2021-03-23,2021-06-06,9 horas,16746840,Fotografía y vídeo,DaVinci Resolve,Corrección de color.Manejo de nodos.Panel HDR,$19.99,$12
11255,Contenido para redes sociales: crea plan por 1 año.,Crea plan de contenido por 1 año.,False,,es_ES,5.0,13,0,es_ES,2021-03-22,Principiante,2021-03-23,2021-04-24,"2,5 horas",154286552,Marketing,Marketing de contenidos,Como hacer la cuenta de redes sociales sea atractiva para los suscriptores..Qué escribir para vender mas..Cómo se gana a la competencia con un producto similar.,$19.99,$12
11256,Liquidación de sueldos (Argentina),Aprende a liquidar con la normativa Argentina,False,,,3.9,10,2,es_ES,2021-03-22,Principiante,2021-04-06,2021-04-06,"5,5 horas",100020762,Negocios,Derecho laboral,Entender el funcionamiento de la liquidación de sueldos..Identificar y conocer las tareas inherentes al área de liquidación de haberes..Conocer los porcentajes vigentes,$19.99,$12
11257,"Inteligencia Artificial Aplicada Back Office, At. al Cliente","Inteligencia Artificial Aplicada a entornos de Back Office, Venta y Atención al Cliente",False,,es_ES,4.9,55,0,es_ES,2021-03-22,Todos los niveles,2021-04-08,2021-06-11,17 horas,"154270206,715806,156258186,163110626",Negocios,Inteligencia artificial,"Crear tus propios análisis Machine Learning, y analizar con precisión para optimizar tu realidad.Verificar qué aspectos impactan en la probabilidad de baja de un cliente, entre otros....Determinar dónde se encuentran las claves de la optimización de resultados, muy concreto",$59.99,$12
11258,REACT HOOKS: Como crear un evaluador de restaurantes de cero,"Aprende react hooks de una forma muy dinámica y 100% práctica, enfocada en lo esencial para que puedas crecer desde cero",False,,es_ES,4.9,60,0,es_ES,2021-03-22,Principiante,2021-06-02,2021-05-26,5 horas,112043982,Informática y software,Desarrollo de interfaces web Front-End,Podrás Configurar tu ambiente de desarrollo.Aprenderás React de forma práctica.Aprenderás que es un hook en React,$19.99,$12
11259,Cómo mejorar tu estilo de LIDERAZGO,Aprende herramientas para mejorar tu estilo de liderazgo.,False,,,5.0,7,0,es_LA,2021-03-23,Todos los niveles,2021-03-26,2021-03-25,1 hora,122969024,Negocios,Liderazgo,Aprenderás sobre liderazgo..Aprenderás sobre distintas formas de liderazgo..Aprenderás cómo liderar de la mejor manera.,$19.99,$12
11260,Principios de Acústica para el Home Studio,Aprende las bases para acondicionar acústicamente un recinto,False,,es_LA,4.7,28,0,es_LA,2021-03-23,Principiante,2021-03-27,2021-03-26,2 horas,4781348,Música,Acústica,Conocerás el comportamiento del sonido en interiores y exteriores.Conocerás la aplicación de diversos materiales en acústica.Aprenderás conceptos básicos de acústica arquitectónica,$94.99,$12
11261,"Analítica de Demanda, Precios y Stock de SKUs con Power BI.","Crea informes narrativos, intuitivos, guiados y predictivos acorde a la nueva era del más allá del Business Intelligence",False,,es_VE,3.9,22,0,es_VE,2021-03-23,Intermedio,2021-03-28,2021-03-27,3 horas,38434392,Negocios,Gestión de inventario,"Contar historias avanzadas y analíticas con datos..Storytelling con Microsoft Power BI..Crear informes Descriptivos, Productivos y Narrativos con Power BI.",$19.99,$12
11262,Guía Completa JUnit y Mockito incluye Spring Boot Test 2021,"Aprende desde cero JUnit 5 y Mockito usando las mejores prácticas testing TDD, además incluye Unit Test con Spring Boot",False,,es_ES,4.8,101,0,es_ES,2021-03-23,Todos los niveles,2021-03-30,2021-05-01,15 horas,31337086,Desarrollo,JUnit,Aprenderás a escribir pruebas unitarias con JUnit 5 y Mockito.Domina la clase Assertions de JUnit 5 y sus métodos para afirmaciones.Domina el ciclo de vida del framework JUnit5 con las anotaciones @Aftereach @Beforeach @Afterall y @Beforall,$29.99,$12
11263,Aprende TypeScript desde cero,Curso de iniciación a TypeScript,False,,es_ES,5.0,44,0,es_ES,2021-03-23,Principiante,2021-05-23,2021-05-02,7 horas,97507626,Desarrollo,TypeScript,Tener una buena base de TypeScript..Conocerán como utilizar TypeScript para mejorar en tus habilidades de programación web.Programación Orientada a Objetos y Herencia,$19.99,$12
11264,Aplicar la Inteligencia Emocional en el Trabajo,Aprende a ser emocionalmente inteligente en el trabajo y también teletrabajando,False,,es_ES,4.8,5,0,es_ES,2021-03-24,Intermedio,2021-03-24,2021-03-24,33 minutos,149788122,Desarrollo personal,Inteligencia emocional,Aprenderemos a identificar las emociones y a gestionarlas correctamente en el entorno laboral.Aprenderemos a aplicar las respuestas emocionalmente inteligentes en nuestra relaciones sociales,$29.99,$12
11265,AutoCAD 2021 para Mac OS,Impartido por Arquitecto. Aprende de forma práctica a Dibujar en 2D. Incluye Certificación. ¡De Básico a Avanzado!,False,,,4.9,64,2,es_ES,2021-03-24,Todos los niveles,2021-03-25,2021-06-02,"13,5 horas",44966978,Diseño,AutoCAD,"AutoCAD para Mac.AutoCAD para el sistema operativo de Apple,  MAC Os. Enfocado a creación de proyectos de Arquitectura e Interiorismo..Realizaremos múltiples prácticas para que puedas usar este fantástico software de forma totalmente profesional.",$29.99,$12
11266,Italiano de Negocios para Hispanohablantes -nivel intermedio,"el curso está en italiano, NO TIENE SUBTÍTULOS pero tiene la traducción al español y oraciones de ejemplo en las diaposi",False,,,5.0,25,0,es_LA,2021-03-24,Intermedio,2021-03-25,,2 horas,26363336,Enseñanzas y disciplinas académicas,Idioma italiano,los estudiantes ampliarán su vocabulario en el campo de la negociación comercial.Los estudiantes aprenderán las estructuras y expresiones típicas del lenguaje comercial.,$94.99,$12
11267,Simulador para el Examen de COBIT2019 Fundamentos,"Este simulador te permitirá tener los conocimientos para aprobar el examen de COBIT 2019, efectividad comprobada.",True,,,5.0,0,2,es_ES,2021-03-24,Principiante,2021-03-27,2021-03-26,80 preguntas,58043086,Informática y software,Certificado COBIT 2019 Foundation,Conocimientos para aprobar la certificación de COBIT2019.Entender el Framework de COBIT2019.Principios de Gobierno y Gestión de TI,$24.99,$12
11268,Paginas web con Wix rápido y sencillo,No se requiere saber de programación,False,,es_MX,5.0,23,0,es_MX,2021-03-24,Principiante,2021-04-04,2021-04-02,3 horas,147492198,Informática y software,Wix,Aprenderán a crear páginas web con wix.Aprenderán a utilizar la interface de wix rápida y sencillamente.Aprenderán a crear una página optimizadas para computadores y móviles,$19.99,$12
11269,Curso de control de costos y gastos en restaurantes MX,Contabilidad gastronomica mediante el sistema de tercios o simplificado,False,,es_MX,4.6,6,0,es_MX,2021-03-24,Principiante,2021-04-06,2021-03-29,1 hora,154463290,Finanzas y contabilidad,Gestión de restaurantes,Herramientas y métodos de control de costos y gastos de manera simplificada.Asignación de precio de venta por el sistema de tercios.Manejo de inventarios y almacenes,$24.99,$12
11270,Desdoblamiento astral y meditación (Entrenamiento intensivo),"Sueños lucidos, viajes astrales y viajes mentales. Experimentando personalmente los planos del mundo espiritual.",False,,es_ES,3.0,21,0,es_ES,2021-03-24,Todos los niveles,2021-04-15,2021-04-14,"4,5 horas",148628724,Estilo de vida,Espiritualidad,"El estudiante aprenderá a profundidad las técnicas para realizar, sueños lucidos, viajes mentales y extracorpóreos usando la meditación y el desdoblamiento",$19.99,$12
11271,Proyectos con Microcontroladores PIC,Microcontroladores PIC,False,,es_MX,5.0,54,0,es_MX,2021-03-24,Intermedio,2021-05-06,2021-06-12,"14,5 horas",58340150,Informática y software,Microcontrolador PIC,Entenderás las funciones de varios sensores y módulos que estaremos viendo a lo largo del curso.Abarcaremos parte de todo los visto en los módulos anteriores..Harás proyectos para el hogar,$94.99,$12
11272,Personalizando Jira Software,Exprime el valor de Jira aprendiendo a configurarlo para adaptarlo a las necesidades particulares de tu proyecto,False,,es_ES,4.9,35,0,es_ES,2021-03-24,Intermedio,2021-05-13,2021-05-22,"2,5 horas",23684852,Negocios,JIRA,Adaptar Jira a las particularidades de tu proyecto.Crear tipos de tareas personalizados.Generar flujos de trabajo avanzados y mucho más completos,$49.99,$12
11273,Introducción a Google Cloud Platform,Aprende los fundamentos de los servicios de GCP y desarolla miniproyectos dentro de la plataforma de Google,False,,es_LA,3.9,64,0,es_LA,2021-03-25,Todos los niveles,2021-03-26,2021-03-25,"3,5 horas",85310602,Desarrollo,Google Cloud,Aprenderás los fundamentos de los servicios de GCP y algunas aplicaciones relevantes dentro de la plataforma de Google,$24.99,$12
